spk_id,wav,labels,WavPath,label,fold
m2222,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2222_0_laughter.wav,/m/01j3sz,m2222_0_laughter.wav,Laughter,2
f0968,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0968_0_laughter.wav,/m/01j3sz,f0968_0_laughter.wav,Laughter,2
f2497,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2497_0_cough.wav,/m/01b_21,f2497_0_cough.wav,Cough,2
f0200,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0200_0_cough.wav,/m/01b_21,f0200_0_cough.wav,Cough,2
f2938,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2938_0_laughter.wav,/m/01j3sz,f2938_0_laughter.wav,Laughter,3
m0595,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0595_0_cough.wav,/m/01b_21,m0595_0_cough.wav,Cough,5
f1177,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1177_0_laughter.wav,/m/01j3sz,f1177_0_laughter.wav,Laughter,5
m2529,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2529_0_laughter.wav,/m/01j3sz,m2529_0_laughter.wav,Laughter,1
m1880,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1880_0_sniff.wav,/m/07ppn3j,m1880_0_sniff.wav,Sniff,1
m1112,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1112_0_sigh.wav,/m/07plz5l,m1112_0_sigh.wav,Sigh,4
m0805,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0805_0_sniff.wav,/m/07ppn3j,m0805_0_sniff.wav,Sniff,5
f1685,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1685_0_sigh.wav,/m/07plz5l,f1685_0_sigh.wav,Sigh,4
m1835,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1835_0_sneeze.wav,/m/01hsr_,m1835_0_sneeze.wav,Sneeze,4
f0592,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0592_0_sniff.wav,/m/07ppn3j,f0592_0_sniff.wav,Sniff,2
f2305,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2305_0_sniff.wav,/m/07ppn3j,f2305_0_sniff.wav,Sniff,4
m2499,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2499_0_sigh.wav,/m/07plz5l,m2499_0_sigh.wav,Sigh,4
f3084,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3084_0_laughter.wav,/m/01j3sz,f3084_0_laughter.wav,Laughter,3
m0771,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0771_0_sigh.wav,/m/07plz5l,m0771_0_sigh.wav,Sigh,4
m0366,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0366_0_sniff.wav,/m/07ppn3j,m0366_0_sniff.wav,Sniff,5
f1606,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1606_0_sigh.wav,/m/07plz5l,f1606_0_sigh.wav,Sigh,5
m0904,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0904_0_cough.wav,/m/01b_21,m0904_0_cough.wav,Cough,2
m3337,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3337_0_throatclearing.wav,/m/0dl9sf8,m3337_0_throatclearing.wav,Throat clearing,4
m3250,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3250_0_cough.wav,/m/01b_21,m3250_0_cough.wav,Cough,5
f1248,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1248_0_sigh.wav,/m/07plz5l,f1248_0_sigh.wav,Sigh,4
f1332,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1332_0_sniff.wav,/m/07ppn3j,f1332_0_sniff.wav,Sniff,1
m2976,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2976_0_sigh.wav,/m/07plz5l,m2976_0_sigh.wav,Sigh,1
f3257,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3257_0_sniff.wav,/m/07ppn3j,f3257_0_sniff.wav,Sniff,2
m0849,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0849_0_sigh.wav,/m/07plz5l,m0849_0_sigh.wav,Sigh,5
f0471,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0471_0_throatclearing.wav,/m/0dl9sf8,f0471_0_throatclearing.wav,Throat clearing,2
f1299,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1299_0_laughter.wav,/m/01j3sz,f1299_0_laughter.wav,Laughter,3
m2283,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2283_0_sigh.wav,/m/07plz5l,m2283_0_sigh.wav,Sigh,5
m1708,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1708_0_sigh.wav,/m/07plz5l,m1708_0_sigh.wav,Sigh,3
f1047,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1047_0_cough.wav,/m/01b_21,f1047_0_cough.wav,Cough,4
m1498,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1498_0_sneeze.wav,/m/01hsr_,m1498_0_sneeze.wav,Sneeze,3
f0408,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0408_0_laughter.wav,/m/01j3sz,f0408_0_laughter.wav,Laughter,2
m0578,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0578_0_sneeze.wav,/m/01hsr_,m0578_0_sneeze.wav,Sneeze,3
f0607,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0607_0_throatclearing.wav,/m/0dl9sf8,f0607_0_throatclearing.wav,Throat clearing,5
m1347,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1347_1_cough.wav,/m/01b_21,m1347_1_cough.wav,Cough,2
f0181,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0181_0_throatclearing.wav,/m/0dl9sf8,f0181_0_throatclearing.wav,Throat clearing,4
f2712,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2712_0_laughter.wav,/m/01j3sz,f2712_0_laughter.wav,Laughter,5
m2733,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2733_0_sniff.wav,/m/07ppn3j,m2733_0_sniff.wav,Sniff,5
f1481,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1481_0_sneeze.wav,/m/01hsr_,f1481_0_sneeze.wav,Sneeze,2
f0651,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0651_0_cough.wav,/m/01b_21,f0651_0_cough.wav,Cough,5
m2547,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2547_0_sniff.wav,/m/07ppn3j,m2547_0_sniff.wav,Sniff,3
f0742,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0742_0_laughter.wav,/m/01j3sz,f0742_0_laughter.wav,Laughter,5
f0852,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0852_0_throatclearing.wav,/m/0dl9sf8,f0852_0_throatclearing.wav,Throat clearing,4
m3359,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3359_0_sneeze.wav,/m/01hsr_,m3359_0_sneeze.wav,Sneeze,1
m0127,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0127_0_sneeze.wav,/m/01hsr_,m0127_0_sneeze.wav,Sneeze,2
f0706,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0706_0_sigh.wav,/m/07plz5l,f0706_0_sigh.wav,Sigh,3
m2178,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2178_0_sneeze.wav,/m/01hsr_,m2178_0_sneeze.wav,Sneeze,5
m2281,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2281_0_throatclearing.wav,/m/0dl9sf8,m2281_0_throatclearing.wav,Throat clearing,5
m0750,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0750_0_throatclearing.wav,/m/0dl9sf8,m0750_0_throatclearing.wav,Throat clearing,5
m1824,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1824_0_sneeze.wav,/m/01hsr_,m1824_0_sneeze.wav,Sneeze,5
f1741,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1741_0_laughter.wav,/m/01j3sz,f1741_0_laughter.wav,Laughter,5
f2215,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2215_0_sniff.wav,/m/07ppn3j,f2215_0_sniff.wav,Sniff,5
f1054,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1054_0_laughter.wav,/m/01j3sz,f1054_0_laughter.wav,Laughter,1
f2275,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2275_0_cough.wav,/m/01b_21,f2275_0_cough.wav,Cough,5
f3084,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3084_0_cough.wav,/m/01b_21,f3084_0_cough.wav,Cough,5
f1467,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1467_0_cough.wav,/m/01b_21,f1467_0_cough.wav,Cough,1
m2041,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2041_0_sneeze.wav,/m/01hsr_,m2041_0_sneeze.wav,Sneeze,1
f2023,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2023_0_laughter.wav,/m/01j3sz,f2023_0_laughter.wav,Laughter,1
m1041,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1041_0_throatclearing.wav,/m/0dl9sf8,m1041_0_throatclearing.wav,Throat clearing,5
f2784,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2784_0_sneeze.wav,/m/01hsr_,f2784_0_sneeze.wav,Sneeze,2
f0775,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0775_0_sigh.wav,/m/07plz5l,f0775_0_sigh.wav,Sigh,2
m0874,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0874_0_sniff.wav,/m/07ppn3j,m0874_0_sniff.wav,Sniff,5
m0526,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0526_0_throatclearing.wav,/m/0dl9sf8,m0526_0_throatclearing.wav,Throat clearing,1
f1702,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1702_0_sneeze.wav,/m/01hsr_,f1702_0_sneeze.wav,Sneeze,5
m2389,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2389_0_sigh.wav,/m/07plz5l,m2389_0_sigh.wav,Sigh,5
f2904,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2904_0_throatclearing.wav,/m/0dl9sf8,f2904_0_throatclearing.wav,Throat clearing,5
m1564,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1564_0_laughter.wav,/m/01j3sz,m1564_0_laughter.wav,Laughter,4
f3249,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3249_0_cough.wav,/m/01b_21,f3249_0_cough.wav,Cough,3
m3014,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3014_0_sneeze.wav,/m/01hsr_,m3014_0_sneeze.wav,Sneeze,5
f0607,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0607_2_laughter.wav,/m/01j3sz,f0607_2_laughter.wav,Laughter,4
m3320,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3320_0_sniff.wav,/m/07ppn3j,m3320_0_sniff.wav,Sniff,4
m2004,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2004_0_throatclearing.wav,/m/0dl9sf8,m2004_0_throatclearing.wav,Throat clearing,2
f1242,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1242_0_cough.wav,/m/01b_21,f1242_0_cough.wav,Cough,2
f1153,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1153_0_laughter.wav,/m/01j3sz,f1153_0_laughter.wav,Laughter,3
f1957,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1957_0_sneeze.wav,/m/01hsr_,f1957_0_sneeze.wav,Sneeze,1
m1926,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1926_0_sniff.wav,/m/07ppn3j,m1926_0_sniff.wav,Sniff,1
m2917,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2917_0_sneeze.wav,/m/01hsr_,m2917_0_sneeze.wav,Sneeze,3
m0092,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0092_0_sneeze.wav,/m/01hsr_,m0092_0_sneeze.wav,Sneeze,1
m1848,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1848_0_sniff.wav,/m/07ppn3j,m1848_0_sniff.wav,Sniff,1
m2647,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2647_0_laughter.wav,/m/01j3sz,m2647_0_laughter.wav,Laughter,1
f1668,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1668_0_sneeze.wav,/m/01hsr_,f1668_0_sneeze.wav,Sneeze,2
m3221,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3221_0_cough.wav,/m/01b_21,m3221_0_cough.wav,Cough,4
f0757,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0757_0_sneeze.wav,/m/01hsr_,f0757_0_sneeze.wav,Sneeze,4
m2722,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2722_0_cough.wav,/m/01b_21,m2722_0_cough.wav,Cough,5
f1921,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1921_0_cough.wav,/m/01b_21,f1921_0_cough.wav,Cough,2
f3257,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3257_0_laughter.wav,/m/01j3sz,f3257_0_laughter.wav,Laughter,2
f1941,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1941_0_throatclearing.wav,/m/0dl9sf8,f1941_0_throatclearing.wav,Throat clearing,2
m1793,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1793_0_laughter.wav,/m/01j3sz,m1793_0_laughter.wav,Laughter,5
f3249,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3249_0_laughter.wav,/m/01j3sz,f3249_0_laughter.wav,Laughter,4
f1941,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1941_0_sniff.wav,/m/07ppn3j,f1941_0_sniff.wav,Sniff,4
m1489,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1489_0_sneeze.wav,/m/01hsr_,m1489_0_sneeze.wav,Sneeze,5
m1542,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1542_0_throatclearing.wav,/m/0dl9sf8,m1542_0_throatclearing.wav,Throat clearing,4
f2745,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2745_0_cough.wav,/m/01b_21,f2745_0_cough.wav,Cough,2
m0955,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0955_0_sigh.wav,/m/07plz5l,m0955_0_sigh.wav,Sigh,1
m0025,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0025_0_throatclearing.wav,/m/0dl9sf8,m0025_0_throatclearing.wav,Throat clearing,4
m0648,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0648_0_cough.wav,/m/01b_21,m0648_0_cough.wav,Cough,4
f1751,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1751_0_sneeze.wav,/m/01hsr_,f1751_0_sneeze.wav,Sneeze,4
f2023,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2023_0_sigh.wav,/m/07plz5l,f2023_0_sigh.wav,Sigh,1
m3221,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3221_0_laughter.wav,/m/01j3sz,m3221_0_laughter.wav,Laughter,2
f1646,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1646_0_laughter.wav,/m/01j3sz,f1646_0_laughter.wav,Laughter,2
f0651,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0651_0_throatclearing.wav,/m/0dl9sf8,f0651_0_throatclearing.wav,Throat clearing,4
m2559,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2559_0_cough.wav,/m/01b_21,m2559_0_cough.wav,Cough,3
f2060,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2060_0_laughter.wav,/m/01j3sz,f2060_0_laughter.wav,Laughter,3
m1583,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1583_0_laughter.wav,/m/01j3sz,m1583_0_laughter.wav,Laughter,2
f3027,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3027_0_sneeze.wav,/m/01hsr_,f3027_0_sneeze.wav,Sneeze,3
f2118,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2118_0_sneeze.wav,/m/01hsr_,f2118_0_sneeze.wav,Sneeze,3
f1299,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1299_0_cough.wav,/m/01b_21,f1299_0_cough.wav,Cough,5
m0557,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0557_0_throatclearing.wav,/m/0dl9sf8,m0557_0_throatclearing.wav,Throat clearing,3
f1562,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1562_0_sigh.wav,/m/07plz5l,f1562_0_sigh.wav,Sigh,2
m0420,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0420_0_throatclearing.wav,/m/0dl9sf8,m0420_0_throatclearing.wav,Throat clearing,5
f3222,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3222_0_sigh.wav,/m/07plz5l,f3222_0_sigh.wav,Sigh,3
m2677,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2677_0_throatclearing.wav,/m/0dl9sf8,m2677_0_throatclearing.wav,Throat clearing,5
m2499,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2499_0_throatclearing.wav,/m/0dl9sf8,m2499_0_throatclearing.wav,Throat clearing,4
f0147,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0147_0_sneeze.wav,/m/01hsr_,f0147_0_sneeze.wav,Sneeze,3
m0764,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0764_0_sneeze.wav,/m/01hsr_,m0764_0_sneeze.wav,Sneeze,1
f0471,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0471_0_laughter.wav,/m/01j3sz,f0471_0_laughter.wav,Laughter,5
m3192,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3192_0_laughter.wav,/m/01j3sz,m3192_0_laughter.wav,Laughter,1
m1563,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1563_0_sniff.wav,/m/07ppn3j,m1563_0_sniff.wav,Sniff,3
m3320,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3320_0_sneeze.wav,/m/01hsr_,m3320_0_sneeze.wav,Sneeze,2
f2218,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2218_0_cough.wav,/m/01b_21,f2218_0_cough.wav,Cough,3
f2666,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2666_0_sigh.wav,/m/07plz5l,f2666_0_sigh.wav,Sigh,4
f2376,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2376_0_cough.wav,/m/01b_21,f2376_0_cough.wav,Cough,1
f0585,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0585_0_sneeze.wav,/m/01hsr_,f0585_0_sneeze.wav,Sneeze,5
m2968,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2968_0_throatclearing.wav,/m/0dl9sf8,m2968_0_throatclearing.wav,Throat clearing,2
f2275,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2275_0_throatclearing.wav,/m/0dl9sf8,f2275_0_throatclearing.wav,Throat clearing,5
m0161,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0161_0_cough.wav,/m/01b_21,m0161_0_cough.wav,Cough,5
m2559,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2559_0_sigh.wav,/m/07plz5l,m2559_0_sigh.wav,Sigh,2
m2812,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2812_0_sniff.wav,/m/07ppn3j,m2812_0_sniff.wav,Sniff,3
m2004,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2004_0_cough.wav,/m/01b_21,m2004_0_cough.wav,Cough,1
f1745,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1745_0_sigh.wav,/m/07plz5l,f1745_0_sigh.wav,Sigh,3
m1462,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1462_0_cough.wav,/m/01b_21,m1462_0_cough.wav,Cough,4
f0008,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0008_0_sniff.wav,/m/07ppn3j,f0008_0_sniff.wav,Sniff,2
m2270,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2270_0_cough.wav,/m/01b_21,m2270_0_cough.wav,Cough,5
f1702,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1702_0_laughter.wav,/m/01j3sz,f1702_0_laughter.wav,Laughter,3
m1347,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1347_1_sneeze.wav,/m/01hsr_,m1347_1_sneeze.wav,Sneeze,2
m0855,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0855_0_throatclearing.wav,/m/0dl9sf8,m0855_0_throatclearing.wav,Throat clearing,3
m2768,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2768_0_sigh.wav,/m/07plz5l,m2768_0_sigh.wav,Sigh,1
m0561,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0561_1_laughter.wav,/m/01j3sz,m0561_1_laughter.wav,Laughter,3
f2680,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2680_0_sigh.wav,/m/07plz5l,f2680_0_sigh.wav,Sigh,1
f2649,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2649_0_cough.wav,/m/01b_21,f2649_0_cough.wav,Cough,1
m0431,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0431_0_sniff.wav,/m/07ppn3j,m0431_0_sniff.wav,Sniff,1
f0757,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0757_0_throatclearing.wav,/m/0dl9sf8,f0757_0_throatclearing.wav,Throat clearing,1
f0781,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0781_0_laughter.wav,/m/01j3sz,f0781_0_laughter.wav,Laughter,3
m1916,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1916_0_sigh.wav,/m/07plz5l,m1916_0_sigh.wav,Sigh,5
m2768,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2768_0_sneeze.wav,/m/01hsr_,m2768_0_sneeze.wav,Sneeze,1
m0429,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0429_0_sneeze.wav,/m/01hsr_,m0429_0_sneeze.wav,Sneeze,4
m1034,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1034_0_sigh.wav,/m/07plz5l,m1034_0_sigh.wav,Sigh,3
m1444,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1444_0_throatclearing.wav,/m/0dl9sf8,m1444_0_throatclearing.wav,Throat clearing,2
f0509,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0509_0_sneeze.wav,/m/01hsr_,f0509_0_sneeze.wav,Sneeze,1
f2672,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2672_0_laughter.wav,/m/01j3sz,f2672_0_laughter.wav,Laughter,2
m0808,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0808_0_sneeze.wav,/m/01hsr_,m0808_0_sneeze.wav,Sneeze,2
m1533,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1533_0_throatclearing.wav,/m/0dl9sf8,m1533_0_throatclearing.wav,Throat clearing,5
m3342,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3342_0_sniff.wav,/m/07ppn3j,m3342_0_sniff.wav,Sniff,3
f1054,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1054_0_cough.wav,/m/01b_21,f1054_0_cough.wav,Cough,4
m1845,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1845_0_cough.wav,/m/01b_21,m1845_0_cough.wav,Cough,4
f1220,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1220_0_cough.wav,/m/01b_21,f1220_0_cough.wav,Cough,5
m1484,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1484_0_laughter.wav,/m/01j3sz,m1484_0_laughter.wav,Laughter,5
m1673,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1673_0_laughter.wav,/m/01j3sz,m1673_0_laughter.wav,Laughter,5
f1957,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1957_1_laughter.wav,/m/01j3sz,f1957_1_laughter.wav,Laughter,4
m0470,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0470_0_sigh.wav,/m/07plz5l,m0470_0_sigh.wav,Sigh,2
m2604,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2604_0_laughter.wav,/m/01j3sz,m2604_0_laughter.wav,Laughter,1
m0222,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0222_0_throatclearing.wav,/m/0dl9sf8,m0222_0_throatclearing.wav,Throat clearing,3
f1244,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1244_0_laughter.wav,/m/01j3sz,f1244_0_laughter.wav,Laughter,4
m2894,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2894_0_laughter.wav,/m/01j3sz,m2894_0_laughter.wav,Laughter,3
m1351,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1351_0_throatclearing.wav,/m/0dl9sf8,m1351_0_throatclearing.wav,Throat clearing,3
m2851,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2851_0_laughter.wav,/m/01j3sz,m2851_0_laughter.wav,Laughter,1
m2072,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2072_0_sigh.wav,/m/07plz5l,m2072_0_sigh.wav,Sigh,5
