note,note_str,instrument,instrument_str,pitch,velocity,sample_rate,qualities,qualities_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,WavPath,fold
76600,keyboard_electronic_003-092-100,65,keyboard_electronic_003,92,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_003-092-100.wav,2
72712,flute_synthetic_000-051-100,82,flute_synthetic_000,51,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-051-100.wav,2
126672,mallet_acoustic_062-048-100,644,mallet_acoustic_062,48,100,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-048-100.wav,5
187187,guitar_acoustic_015-023-050,316,guitar_acoustic_015,23,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-023-050.wav,4
229923,keyboard_acoustic_004-025-100,327,keyboard_acoustic_004,25,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-025-100.wav,2
34830,reed_acoustic_037-033-075,387,reed_acoustic_037,33,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-033-075.wav,2
235665,bass_synthetic_135-059-025,927,bass_synthetic_135,59,25,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-059-025.wav,4
271758,bass_synthetic_033-082-075,417,bass_synthetic_033,82,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-082-075.wav,2
174941,guitar_acoustic_021-071-100,457,guitar_acoustic_021,71,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-071-100.wav,5
115180,string_acoustic_056-047-050,436,string_acoustic_056,47,50,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","['fast_decay', 'reverb']",8,string,0,acoustic,string_acoustic_056-047-050.wav,1
220270,bass_synthetic_134-073-127,914,bass_synthetic_134,73,127,16000,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","['dark', 'fast_decay', 'percussive', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-073-127.wav,2
240588,organ_electronic_113-053-050,958,organ_electronic_113,53,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_113-053-050.wav,4
225220,bass_synthetic_033-092-075,417,bass_synthetic_033,92,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-092-075.wav,5
159634,guitar_acoustic_030-102-127,642,guitar_acoustic_030,102,127,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","['fast_decay', 'percussive', 'tempo-synced']",3,guitar,0,acoustic,guitar_acoustic_030-102-127.wav,1
191354,guitar_acoustic_015-083-127,316,guitar_acoustic_015,83,127,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",3,guitar,0,acoustic,guitar_acoustic_015-083-127.wav,4
43473,flute_acoustic_002-088-127,86,flute_acoustic_002,88,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],2,flute,0,acoustic,flute_acoustic_002-088-127.wav,1
295573,organ_electronic_057-069-025,701,organ_electronic_057,69,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-069-025.wav,5
128818,flute_acoustic_002-098-127,86,flute_acoustic_002,98,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],2,flute,0,acoustic,flute_acoustic_002-098-127.wav,3
288021,organ_electronic_028-043-100,440,organ_electronic_028,43,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-043-100.wav,3
136330,organ_electronic_104-074-100,921,organ_electronic_104,74,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-074-100.wav,5
143265,reed_acoustic_018-061-100,183,reed_acoustic_018,61,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-061-100.wav,4
86046,bass_synthetic_098-076-025,803,bass_synthetic_098,76,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-076-025.wav,3
96893,reed_acoustic_023-074-127,224,reed_acoustic_023,74,127,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-074-127.wav,3
67703,string_acoustic_014-061-127,100,string_acoustic_014,61,127,16000,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","['dark', 'percussive', 'reverb']",8,string,0,acoustic,string_acoustic_014-061-127.wav,4
265903,bass_synthetic_134-022-100,914,bass_synthetic_134,22,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-022-100.wav,5
215919,keyboard_electronic_098-074-075,905,keyboard_electronic_098,74,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_098-074-075.wav,5
161661,bass_synthetic_033-060-025,417,bass_synthetic_033,60,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_033-060-025.wav,3
138447,reed_acoustic_023-085-075,224,reed_acoustic_023,85,75,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-085-075.wav,1
10801,reed_acoustic_037-072-050,387,reed_acoustic_037,72,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],7,reed,0,acoustic,reed_acoustic_037-072-050.wav,1
302156,organ_electronic_028-084-050,440,organ_electronic_028,84,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_028-084-050.wav,4
301253,organ_electronic_028-065-100,440,organ_electronic_028,65,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-065-100.wav,1
46611,reed_acoustic_011-058-025,104,reed_acoustic_011,58,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_011-058-025.wav,5
143261,flute_synthetic_000-036-127,82,flute_synthetic_000,36,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-036-127.wav,4
220732,organ_electronic_104-026-025,921,organ_electronic_104,26,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-026-025.wav,3
157219,bass_synthetic_033-022-100,417,bass_synthetic_033,22,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_033-022-100.wav,4
115916,string_acoustic_071-030-100,609,string_acoustic_071,30,100,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_071-030-100.wav,1
223845,organ_electronic_104-052-100,921,organ_electronic_104,52,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-052-100.wav,3
67361,flute_acoustic_002-101-075,86,flute_acoustic_002,101,75,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['bright', 'reverb']",2,flute,0,acoustic,flute_acoustic_002-101-075.wav,4
141292,flute_synthetic_000-096-050,82,flute_synthetic_000,96,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-096-050.wav,4
17569,vocal_acoustic_000-064-127,46,vocal_acoustic_000,64,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],10,vocal,0,acoustic,vocal_acoustic_000-064-127.wav,3
65596,reed_acoustic_023-077-025,224,reed_acoustic_023,77,25,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-077-025.wav,4
44685,mallet_acoustic_047-097-100,488,mallet_acoustic_047,97,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-097-100.wav,1
81978,organ_electronic_007-037-075,123,organ_electronic_007,37,75,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-037-075.wav,4
101049,string_acoustic_056-071-050,436,string_acoustic_056,71,50,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",8,string,0,acoustic,string_acoustic_056-071-050.wav,4
248851,keyboard_acoustic_004-077-025,327,keyboard_acoustic_004,77,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",4,keyboard,0,acoustic,keyboard_acoustic_004-077-025.wav,5
269742,keyboard_electronic_001-103-075,40,keyboard_electronic_001,103,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_001-103-075.wav,4
291347,organ_electronic_113-084-100,958,organ_electronic_113,84,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_113-084-100.wav,3
1451,guitar_acoustic_015-090-025,316,guitar_acoustic_015,90,25,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",3,guitar,0,acoustic,guitar_acoustic_015-090-025.wav,1
15521,guitar_electronic_028-103-050,510,guitar_electronic_028,103,50,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],3,guitar,1,electronic,guitar_electronic_028-103-050.wav,4
241623,keyboard_electronic_078-077-050,838,keyboard_electronic_078,77,50,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-077-050.wav,3
78901,reed_acoustic_018-068-075,183,reed_acoustic_018,68,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-068-075.wav,5
62992,brass_acoustic_006-071-025,43,brass_acoustic_006,71,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-071-025.wav,5
224242,bass_synthetic_135-053-050,927,bass_synthetic_135,53,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-053-050.wav,1
241609,bass_electronic_027-035-127,880,bass_electronic_027,35,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-035-127.wav,5
153228,guitar_electronic_028-057-025,510,guitar_electronic_028,57,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-057-025.wav,5
34618,mallet_acoustic_062-026-050,644,mallet_acoustic_062,26,50,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-026-050.wav,5
136570,keyboard_electronic_098-105-100,905,keyboard_electronic_098,105,100,16000,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['bright', 'fast_decay', 'percussive']",4,keyboard,1,electronic,keyboard_electronic_098-105-100.wav,4
85095,brass_acoustic_059-039-127,572,brass_acoustic_059,39,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_059-039-127.wav,2
149981,bass_synthetic_068-047-025,656,bass_synthetic_068,47,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_068-047-025.wav,3
174535,keyboard_electronic_002-053-127,50,keyboard_electronic_002,53,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_002-053-127.wav,2
146173,guitar_electronic_028-033-100,510,guitar_electronic_028,33,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-033-100.wav,1
114714,keyboard_synthetic_000-066-127,577,keyboard_synthetic_000,66,127,16000,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['bright', 'distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-066-127.wav,3
174277,guitar_acoustic_014-026-025,263,guitar_acoustic_014,26,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-026-025.wav,4
235355,bass_electronic_018-063-075,759,bass_electronic_018,63,75,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],0,bass,1,electronic,bass_electronic_018-063-075.wav,5
146474,mallet_acoustic_062-086-127,644,mallet_acoustic_062,86,127,16000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",['multiphonic'],5,mallet,0,acoustic,mallet_acoustic_062-086-127.wav,2
159166,mallet_acoustic_047-107-127,488,mallet_acoustic_047,107,127,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-107-127.wav,5
35872,string_acoustic_080-028-100,675,string_acoustic_080,28,100,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_080-028-100.wav,1
187091,guitar_acoustic_010-087-100,219,guitar_acoustic_010,87,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-087-100.wav,4
150263,guitar_acoustic_014-036-025,263,guitar_acoustic_014,36,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-036-025.wav,5
61041,guitar_acoustic_010-076-050,219,guitar_acoustic_010,76,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-076-050.wav,2
109737,string_acoustic_014-039-075,100,string_acoustic_014,39,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",8,string,0,acoustic,string_acoustic_014-039-075.wav,3
163757,guitar_acoustic_021-100-075,457,guitar_acoustic_021,100,75,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",3,guitar,0,acoustic,guitar_acoustic_021-100-075.wav,4
249871,keyboard_electronic_002-076-025,50,keyboard_electronic_002,76,25,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],4,keyboard,1,electronic,keyboard_electronic_002-076-025.wav,5
302117,organ_electronic_057-073-050,701,organ_electronic_057,73,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-073-050.wav,5
256302,organ_electronic_057-082-100,701,organ_electronic_057,82,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-082-100.wav,1
65738,string_acoustic_012-047-025,97,string_acoustic_012,47,25,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_012-047-025.wav,4
107157,string_acoustic_056-078-127,436,string_acoustic_056,78,127,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",8,string,0,acoustic,string_acoustic_056-078-127.wav,2
120140,guitar_electronic_028-062-127,510,guitar_electronic_028,62,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-062-127.wav,4
186281,guitar_acoustic_014-042-100,263,guitar_acoustic_014,42,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-042-100.wav,5
289856,organ_electronic_001-060-075,8,organ_electronic_001,60,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-060-075.wav,1
226280,organ_electronic_104-078-050,921,organ_electronic_104,78,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-078-050.wav,2
203760,organ_electronic_001-070-075,8,organ_electronic_001,70,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_001-070-075.wav,5
223896,keyboard_electronic_078-062-075,838,keyboard_electronic_078,62,75,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-062-075.wav,4
88670,brass_acoustic_015-064-100,121,brass_acoustic_015,64,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_015-064-100.wav,1
164159,guitar_acoustic_014-044-025,263,guitar_acoustic_014,44,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-044-025.wav,4
27648,mallet_acoustic_056-090-075,590,mallet_acoustic_056,90,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],5,mallet,0,acoustic,mallet_acoustic_056-090-075.wav,3
194807,keyboard_acoustic_004-089-127,327,keyboard_acoustic_004,89,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-089-127.wav,1
122232,keyboard_electronic_001-026-100,40,keyboard_electronic_001,26,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_001-026-100.wav,1
138878,keyboard_electronic_002-021-127,50,keyboard_electronic_002,21,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_002-021-127.wav,5
3807,brass_acoustic_006-086-050,43,brass_acoustic_006,86,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-086-050.wav,4
9674,guitar_acoustic_014-061-127,263,guitar_acoustic_014,61,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-061-127.wav,1
201864,keyboard_synthetic_000-021-025,577,keyboard_synthetic_000,21,25,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-021-025.wav,4
293167,organ_electronic_028-028-075,440,organ_electronic_028,28,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-028-075.wav,4
69943,guitar_acoustic_010-073-075,219,guitar_acoustic_010,73,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-073-075.wav,4
278260,bass_synthetic_098-069-075,803,bass_synthetic_098,69,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-069-075.wav,5
84389,brass_acoustic_006-067-100,43,brass_acoustic_006,67,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-067-100.wav,3
92194,guitar_acoustic_014-071-127,263,guitar_acoustic_014,71,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-071-127.wav,1
119488,keyboard_acoustic_004-029-050,327,keyboard_acoustic_004,29,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",4,keyboard,0,acoustic,keyboard_acoustic_004-029-050.wav,1
129210,mallet_acoustic_056-072-025,590,mallet_acoustic_056,72,25,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],5,mallet,0,acoustic,mallet_acoustic_056-072-025.wav,1
214620,organ_electronic_057-066-075,701,organ_electronic_057,66,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-066-075.wav,3
140752,mallet_acoustic_062-078-025,644,mallet_acoustic_062,78,25,16000,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","['fast_decay', 'multiphonic', 'percussive']",5,mallet,0,acoustic,mallet_acoustic_062-078-025.wav,2
262242,keyboard_electronic_078-039-025,838,keyboard_electronic_078,39,25,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-039-025.wav,3
8511,bass_synthetic_134-027-127,914,bass_synthetic_134,27,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-027-127.wav,3
115544,organ_electronic_007-092-127,123,organ_electronic_007,92,127,16000,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-092-127.wav,4
136689,guitar_acoustic_021-035-100,457,guitar_acoustic_021,35,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-035-100.wav,2
251025,keyboard_electronic_078-029-025,838,keyboard_electronic_078,29,25,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-029-025.wav,5
152203,organ_electronic_104-061-127,921,organ_electronic_104,61,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-061-127.wav,5
71738,bass_synthetic_134-037-127,914,bass_synthetic_134,37,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-037-127.wav,4
164671,organ_electronic_007-082-127,123,organ_electronic_007,82,127,16000,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['bright', 'distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-082-127.wav,1
143391,reed_acoustic_023-090-050,224,reed_acoustic_023,90,50,16000,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-090-050.wav,2
68842,mallet_acoustic_047-091-025,488,mallet_acoustic_047,91,25,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-091-025.wav,1
302930,organ_electronic_028-056-127,440,organ_electronic_028,56,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-056-127.wav,4
227190,bass_synthetic_135-079-100,927,bass_synthetic_135,79,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-079-100.wav,3
141590,keyboard_acoustic_004-071-100,327,keyboard_acoustic_004,71,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-071-100.wav,4
240034,guitar_electronic_022-024-050,378,guitar_electronic_022,24,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_022-024-050.wav,2
249559,keyboard_acoustic_004-090-050,327,keyboard_acoustic_004,90,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",4,keyboard,0,acoustic,keyboard_acoustic_004-090-050.wav,5
52635,vocal_synthetic_003-096-100,37,vocal_synthetic_003,96,100,16000,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['bright', 'distortion', 'long_release', 'nonlinear_env']",10,vocal,2,synthetic,vocal_synthetic_003-096-100.wav,1
269148,keyboard_electronic_003-027-050,65,keyboard_electronic_003,27,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_003-027-050.wav,3
263414,organ_electronic_113-082-025,958,organ_electronic_113,82,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_113-082-025.wav,4
252618,keyboard_electronic_098-057-050,905,keyboard_electronic_098,57,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_098-057-050.wav,1
130990,guitar_acoustic_015-067-050,316,guitar_acoustic_015,67,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-067-050.wav,3
98657,guitar_acoustic_021-051-025,457,guitar_acoustic_021,51,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_021-051-025.wav,4
226093,organ_electronic_007-055-075,123,organ_electronic_007,55,75,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-055-075.wav,2
276339,bass_synthetic_033-034-025,417,bass_synthetic_033,34,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_033-034-025.wav,3
182744,mallet_acoustic_047-073-075,488,mallet_acoustic_047,73,75,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",5,mallet,0,acoustic,mallet_acoustic_047-073-075.wav,2
84718,guitar_acoustic_014-068-050,263,guitar_acoustic_014,68,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-068-050.wav,4
78148,guitar_acoustic_021-064-127,457,guitar_acoustic_021,64,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],3,guitar,0,acoustic,guitar_acoustic_021-064-127.wav,3
110402,keyboard_electronic_002-028-050,50,keyboard_electronic_002,28,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_002-028-050.wav,2
